Identifier,Collection Date,Number of bubbles,Bubble Detector ID,Sensitivity (b/mrem),Calculated Exposure (mrem),City,Province/Territory
89d487a5-bd45-45b6-8118-13953c307150,2019-02-27T13:35:00.000-05:00,2,17170216,51,0.0392156,Belleville,Ontario
89d487a5-bd45-45b6-8118-13953c307150,2019-02-28T13:40:00.000-05:00,0,17170216,51,0,Belleville,Ontario
89d487a5-bd45-45b6-8118-13953c307150,2019-03-01T13:40:00.000-05:00,1,17170216,51,0.0196078,Belleville,Ontario
4ea0356b-8ca6-4493-912a-866f9ff95eeb,2019-02-23T13:27:00.000-05:00,1,18130212,49,0.020408163,East Angus,Quebec
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-18T16:30:00.000-06:00,1,18129247,53,0.01886792,Calgary,Alberta
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-19T15:30:00.000-06:00,0,18129247,53,0,Calgary,Alberta
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,2019-03-19T15:45:00.000-03:00,3,18128319,58,0.05,Dartmouth,Nouvelle-?cosse
8163f602-9db5-4c01-9045-d7d997315c82,2019-03-20T13:43:00.000-04:00,2,18129251,41,0.049,London,Ontario
5439cc11-1709-44a8-bdd6-ad7d16dced39,2019-03-20T13:49:00.000-04:00,0,18046241,48,0,Ottawa,Ontario
8163f602-9db5-4c01-9045-d7d997315c82,2019-03-20T14:01:00.000-04:00,2,18129251,41,0.049,London,Ontario
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-20T16:36:00.000-06:00,0,18129247,53,0,Calgary,Alberta
959484ae-c895-403a-83df-59404e44b9f6,2019-03-18T09:30:00.000-04:00,0,17170336,56,0,Petawawa,Ontario
959484ae-c895-403a-83df-59404e44b9f6,2019-03-19T09:00:00.000-04:00,1,17170336,56,0.01785714,Petawawa,Ontario
959484ae-c895-403a-83df-59404e44b9f6,2019-03-20T09:30:00.000-04:00,2,17170336,56,0.03571429,Petawawa,Ontario
959484ae-c895-403a-83df-59404e44b9f6,2019-03-21T09:16:00.000-04:00,2,17170336,56,0.03571429,Petawawa,Ontario
5a5e5c22-4a36-476d-b442-6d750f831c76,2019-03-20T15:00:00.000-04:00,3,18051323,49,0.061,Kleinburg,Ontario
f454b9ad-9cbb-4817-a4c5-b0eddced5bd3,2019-03-21T09:19:00.000-06:00,1,17170223,47,0.021276596,Camrose,Alberta
98cd0b54-8529-4545-a732-795e531f2f1c,2019-02-19T08:15:00.000-08:00,3,18129347,54,0.05,Toronto,Ontario
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-03-21T13:08:00.000-04:00,9,18046221,53,0.16,Montreal,Quebec
c7ac3b2b-09d0-445f-809f-408a1c8456d4,2019-03-19T14:30:00.000-04:00,0,18051426,45,0,Eganville,Ontario
c7ac3b2b-09d0-445f-809f-408a1c8456d4,2019-03-20T13:50:00.000-04:00,0,18051426,45,0,Eganville,Ontario
c7ac3b2b-09d0-445f-809f-408a1c8456d4,2019-03-21T13:54:00.000-04:00,1,18051426,45,0.02,Eganville,Ontario
4f2d7442-d915-4040-ac04-d43462aac4e8,2019-03-21T14:06:00.000-04:00,2,18046241,48,0.04166667,Ottawa,Ontario
306cd52f-3cb5-4ac9-b5e5-f92371c34ba2,2019-03-19T14:07:00.000-04:00,1,18046241,48,0.02083333,Ottawa,Ontario
5a5e5c22-4a36-476d-b442-6d750f831c76,2019-03-21T14:40:00.000-04:00,3,18051323,49,0.061,Kleinburg,Ontario
959484ae-c895-403a-83df-59404e44b9f6,2019-03-22T10:04:00.000-04:00,1,17170336,56,0.01786,Petawawa,Ontario
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,2019-03-20T15:00:00.000-03:00,1,18128319,58,0.017,Dartmouth N.-E.,Nouvelle-?cosse
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,2019-03-21T15:00:00.000-03:00,2,18128319,58,0.034,Dartmouth N.-E.,Nouvelle-?cosse
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,2019-03-22T15:00:00.000-03:00,1,18128319,58,0.017,Dartmouth N.-E.,Nouvelle-?cosse
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,2019-03-23T03:00:00.000-03:00,2,18128319,58,0.03,Dartmouth N.-E.,Nouvelle-?cosse
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,2019-03-24T15:00:00.000-03:00,2,18128319,58,0.03,Dartmouth N.-E.,Nouvelle-?cosse
68021439-904b-4d53-b98c-5b40687f5d00,2019-03-19T09:00:00.000-06:00,0,17072241,53,0,Innisfail,Alberta
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-11T14:39:00.000-04:00,15,18046221,53,0.28,Montreal,Quebec
627d6cf1-94ac-4e77-8b6f-7f7b752ab12f,2019-03-25T13:47:00.000-04:00,0,18046241,48,0,Ottawa,Ontario
c7ac3b2b-09d0-445f-809f-408a1c8456d4,2019-03-22T15:20:00.000-04:00,1,18051426,45,0.02,Eganville,Ontario
c7ac3b2b-09d0-445f-809f-408a1c8456d4,2019-03-23T15:00:00.000-04:00,1,18051426,45,0.02,Eganville,Ontario
046634f4-6cb6-407d-9182-dffdf7095e79,2019-03-26T09:00:00.000-04:00,1,17170314,57,0.01754386,Limoges,Ontario
306cd52f-3cb5-4ac9-b5e5-f92371c34ba2,2019-03-26T12:39:00.000-04:00,0,18046241,48,0,Ottawa,Ontario
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-24T18:00:00.000-06:00,6,18129247,53,0.11320755,Calgary,Alberta
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-25T15:00:00.000-06:00,3,18129247,53,0.05660377,Calgary,Alberta
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-26T13:00:00.000-06:00,4,18129247,53,0.0754717,Calgary,Alberta
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,2019-03-26T19:00:00.000-04:00,1,18129309,54,0.02,Grimsby,Ontario
add8d275-7362-47d2-8a9e-3d9f2d310bab,2019-02-21T12:30:00.000-05:00,3,18129245,55,0.0545,Whitchurch-Stouffville,Ontario
add8d275-7362-47d2-8a9e-3d9f2d310bab,2019-02-22T14:30:00.000-05:00,2,18129245,55,0.0364,Whitchurch-Stouffville,Ontario
add8d275-7362-47d2-8a9e-3d9f2d310bab,2019-02-25T12:30:00.000-05:00,1,18129245,55,0.0182,Whitchurch-Stouffville,Ontario
add8d275-7362-47d2-8a9e-3d9f2d310bab,2019-02-27T12:30:00.000-05:00,2,18129245,55,0.0364,Whitchurch-Stouffville,Ontario
add8d275-7362-47d2-8a9e-3d9f2d310bab,2019-02-28T14:30:00.000-05:00,2,18129245,55,0.0364,Whitchurch-Stouffville,Ontario
add8d275-7362-47d2-8a9e-3d9f2d310bab,2019-03-04T12:30:00.000-05:00,1,18129245,55,0.0182,Whitchurch-Stouffville,Ontario
add8d275-7362-47d2-8a9e-3d9f2d310bab,2019-03-06T12:30:00.000-05:00,3,18129245,55,0.0545,Whitchurch-Stouffville,Ontario
add8d275-7362-47d2-8a9e-3d9f2d310bab,2019-03-20T12:30:00.000-04:00,1,18129245,55,0.01812,Whitchurch-Stouffville,Ontario
add8d275-7362-47d2-8a9e-3d9f2d310bab,2019-03-22T12:30:00.000-04:00,2,18129245,55,0.03634,Whitchurch-Stouffville,Ontario
5a5e5c22-4a36-476d-b442-6d750f831c76,2019-03-27T08:30:00.000-04:00,4,18051323,49,0.081,Kleinburg,Ontario
dde9ac70-128a-4e6d-bfae-bca08828513e,2019-03-26T10:10:00.000-04:00,0,18130124,53,0,Sainte-Catherine-de-la-Jacques-Cartier,Quebec
5439cc11-1709-44a8-bdd6-ad7d16dced39,2019-03-27T11:14:00.000-04:00,0,18046241,48,0,Ottawa,Ontario
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-12T14:29:00.000-04:00,16,18046221,53,0.3,Montreal,Quebec
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-27T15:17:00.000-06:00,0,18129247,53,0,Calgary,Alberta
02af2a79-c8f7-4353-9163-8755a007df08,2019-03-28T09:11:00.000-03:00,3,18046215,48,0.0625,Bridgewater,Nouvelle-?cosse
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,2019-03-19T09:38:00.000-04:00,0,17129223,56,0,Ottawa,Ontario
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,2019-03-20T12:00:00.000-04:00,2,17129223,56,0.0357,Ottawa,Ontario
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,2019-03-21T14:00:00.000-04:00,2,17129223,56,0.0357,Ottawa,Ontario
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,2019-03-22T15:30:00.000-04:00,1,17129223,56,0.0178,Ottawa,Ontario
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-15T13:05:00.000-04:00,16,18046221,53,0.3,Montreal,Quebec
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,2019-03-28T14:00:00.000-04:00,3,18129309,54,0.06,Grimsby,Ontario
62d94657-543d-4f1c-af6c-61baa49e9d24,2019-03-19T15:30:00.000-04:00,1,18051220,59,0.017,Newmarket,Ontario
62d94657-543d-4f1c-af6c-61baa49e9d24,2019-03-20T15:30:00.000-04:00,1,18051220,59,0.017,Newmarket,Ontario
62d94657-543d-4f1c-af6c-61baa49e9d24,2019-03-21T15:30:00.000-04:00,2,18051220,59,0.034,Newmarket,Ontario
62d94657-543d-4f1c-af6c-61baa49e9d24,2019-03-22T15:30:00.000-04:00,2,18051220,59,0.034,Newmarket,Ontario
62d94657-543d-4f1c-af6c-61baa49e9d24,2019-03-25T15:30:00.000-04:00,3,18051220,59,0.051,Newmarket,Ontario
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-16T14:32:00.000-04:00,15,18046221,53,0.28,Montreal,Quebec
4f2d7442-d915-4040-ac04-d43462aac4e8,2019-03-28T14:20:00.000-04:00,1,18046241,48,0.02083333,Ottawa,Ontario
5a5e5c22-4a36-476d-b442-6d750f831c76,2019-03-29T08:55:00.000-04:00,5,18051323,49,0.102,Kleinburg,Ontario
faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-03-29T12:03:00.000-04:00,12,18047312,44,0.272727273,St-Felix-de-Valois,Quebec
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2019-03-21T14:01:00.000-04:00,2,18051536,67,0.0299,Terrace Bay,Ontario
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2019-03-20T14:02:00.000-04:00,0,18051536,67,0,Terrace Bay,Ontario
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2019-03-22T14:03:00.000-04:00,2,18051536,67,0.0299,Terrace Bay,Ontario
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2019-03-23T14:03:00.000-04:00,0,18051536,67,0,Terrace Bay,Ontario
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2019-03-24T14:04:00.000-04:00,1,18051536,67,0.0149,Terrace Bay,Ontario
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2019-03-27T14:04:00.000-04:00,0,18051536,67,0,Terrace Bay,Ontario
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2019-03-28T14:05:00.000-04:00,2,18051536,67,0.0299,Terrace Bay,Ontario
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2019-03-29T14:06:00.000-04:00,3,18051536,67,0.0448,Terrace Bay,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-21T14:36:00.000-05:00,3,18129245,55,0.054545455,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-21T14:33:00.000-05:00,1,17170137,67,0.014925,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-22T14:40:00.000-05:00,2,18129245,55,0.036363636,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-22T14:41:00.000-05:00,0,17170137,67,0,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-23T14:42:00.000-05:00,2,17170137,67,0.02985,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-24T14:42:00.000-05:00,2,17170137,67,0.02985,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-26T14:44:00.000-05:00,1,17170137,67,0.014925,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-25T14:45:00.000-05:00,1,18129245,55,0.018181818,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-27T14:46:00.000-05:00,2,18129245,55,0.036363636,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-02-28T14:47:00.000-05:00,1,18129245,55,0.018181818,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-03-04T14:47:00.000-05:00,1,18129245,55,0.018181818,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-03-06T14:48:00.000-05:00,3,18129245,55,0.054545455,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-03-20T14:49:00.000-04:00,1,18129245,55,0.018181818,Stouffville,Ontario
27483cd4-ea09-420f-83b2-09f75f2e02e9,2019-04-22T14:49:00.000-04:00,2,18129245,55,0.036363636,Stouffville,Ontario
306cd52f-3cb5-4ac9-b5e5-f92371c34ba2,2019-04-02T10:34:00.000-04:00,1,18046241,48,0.0208333,Ottawa,Ontario
627d6cf1-94ac-4e77-8b6f-7f7b752ab12f,2019-04-01T08:37:00.000-04:00,2,18046241,48,0.04166667,Ottawa,Ontario
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-04-01T15:45:00.000-06:00,1,18129247,53,0.018867924,Calgary,Alberta
faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-04-01T12:04:00.000-04:00,12,18047312,44,0.272727273,St-Felix-de-Valois,Quebec
0a341b7f-3663-4a85-896a-de92001479e0,2019-03-18T13:05:00.000-05:00,0,10851231,52,0,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-03-19T13:05:00.000-05:00,1,18051231,52,0.019230769,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-03-20T13:15:00.000-05:00,4,18051231,52,0.076923077,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-03-21T13:05:00.000-05:00,5,18051231,52,0.096153846,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-03-22T13:05:00.000-05:00,6,18051231,52,0.115384615,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-03-23T13:15:00.000-05:00,6,18051231,52,0.115384615,Stonewall,Manitoba
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-04-02T16:14:00.000-06:00,0,18129247,53,0,Calgary,Alberta
5a5e5c22-4a36-476d-b442-6d750f831c76,2019-04-03T09:30:00.000-04:00,5,18051323,49,0.1,Kleinburg,Ontario
faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-04-02T12:05:00.000-04:00,13,18047312,44,0.295454545,St-Felix-de-Valois,Quebec
5439cc11-1709-44a8-bdd6-ad7d16dced39,2019-04-03T10:42:00.000-04:00,4,18046241,48,0.0833333,Ottawa,Ontario
96a7eb3b-bbb4-44f7-80ea-951ffc86b3ee,2019-04-03T12:01:00.000-04:00,4,18051528,52,0.076923077,Montreal,Quebec
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-04-03T16:21:00.000-06:00,0,18129247,53,0,Calgary,Alberta
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-04-03T12:54:00.000-07:00,2,18047205,50,0.04,Sechelt,British Columbia
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-04-03T10:57:00.000-07:00,2,18046205,50,0.04,Sechelt,British Columbia
67837e41-158f-4f50-b569-b342e84d1233,2019-01-24T18:00:00.000-05:00,3,18129240,55,0.054545,Amqui,Quebec
67837e41-158f-4f50-b569-b342e84d1233,2019-01-26T10:00:00.000-05:00,2,18129240,55,0.03636,Amqui,Quebec
67837e41-158f-4f50-b569-b342e84d1233,2019-01-28T09:00:00.000-05:00,0,18129240,55,0,Amqui,Quebec
67837e41-158f-4f50-b569-b342e84d1233,2019-01-30T16:00:00.000-05:00,1,18129240,55,0.01818,Amqui,Quebec
4f2d7442-d915-4040-ac04-d43462aac4e8,2019-04-04T12:23:00.000-04:00,0,18046241,48,0,Ottawa,Ontario
faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-04-05T12:12:00.000-04:00,14,18047312,44,0.318181818,St-Felix-de-Valois,Quebec
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-04-05T10:42:00.000-07:00,0,18046205,50,0,Sechelt,British Columbia
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-04-05T15:44:00.000-07:00,1,18046205,50,0.02,Sechelt,British Columbia
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-02-18T08:28:00.000-05:00,0,18046238,52,0,St-Jean-sur-Richelieu,Quebec
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-02-19T08:30:00.000-05:00,0,18046238,52,0,St-Jean-sur-Richelieu,Quebec
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-02-20T10:31:00.000-05:00,1,18046238,52,0.019230769,St-Jean-sur-Richelieu,Quebec
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-02-22T10:32:00.000-05:00,1,18046238,52,0.019230769,St-Jean-sur-Richelieu,Quebec
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-02-26T09:25:00.000-05:00,10,18046238,52,0.192307692,St-Jean-sur-Richelieu,Quebec
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-02-27T10:35:00.000-05:00,0,18046238,52,0,St-Jean-sur-Richelieu,Quebec
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-03-01T10:36:00.000-05:00,1,18046238,52,0.019230769,St-Jean-sur-Richelieu,Quebec
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-03-12T09:00:00.000-04:00,0,18046238,52,0,St-Jean-sur-Richelieu,Quebec
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-03-13T11:01:00.000-04:00,2,18046238,52,0.038461539,St-Jean-sur-Richelieu,Quebec
6b3c9938-f2bd-4319-bc2b-536731c81389,2019-03-15T14:00:00.000-04:00,0,18046238,52,0,St-Jean-sur-Richelieu,Quebec
e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-03-29T09:09:00.000-04:00,2,18130102,53,0.038,Oakville,Ontario
e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-04-05T09:09:00.000-04:00,3,18130102,53,0.057,Oakville,Ontario
627d6cf1-94ac-4e77-8b6f-7f7b752ab12f,2019-04-08T10:12:00.000-04:00,3,18046241,48,0.0625,Ottawa,Ontario
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,2019-04-08T09:21:00.000-04:00,3,17129223,56,0.05357,Ottawa,Ontario
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-17T14:24:00.000-04:00,15,18046221,53,0.28,Montreal,Quebec
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-04-08T17:51:00.000-07:00,7,18046205,50,0.14,Sechelt,British Columbia
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-02T11:04:00.000-07:00,1,18130214,57,0.017543859,Vancouver,British Columbia
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-03T11:54:00.000-07:00,1,18130214,57,0.017543859,Vancouver,British Columbia
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-04T10:22:00.000-07:00,0,18130214,57,0,Vancouver,British Columbia
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-05T15:09:00.000-07:00,1,18130214,57,0.017543859,Vancouver,British Columbia
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-06T10:30:00.000-07:00,0,18130214,57,0,Vancouver,British Columbia
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-07T20:40:00.000-07:00,0,18130214,57,0,Vancouver,British Columbia
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-08T20:58:00.000-07:00,1,18130214,57,0.017543859,Vancouver,British Columbia
b0d40d82-757c-46da-af44-e9306f2a3aea,2019-04-09T09:35:00.000-07:00,1,18046205,50,0.02,Sechelt,British Columbia
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-14T13:05:00.000-06:00,1,18051231,52,0.019230769,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-15T13:05:00.000-06:00,2,18051231,52,0.038461538,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-16T12:58:00.000-06:00,4,18051231,52,0.076923077,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-17T13:05:00.000-06:00,4,18051231,52,0.076923077,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-18T13:10:00.000-06:00,5,18051231,52,0.096153846,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-19T13:00:00.000-06:00,11,18051231,52,0.211538462,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-21T12:57:00.000-06:00,6,18051231,52,0.115384615,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-22T13:05:00.000-06:00,6,18051231,52,0.115384615,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-23T13:30:00.000-06:00,6,18051231,52,0.115384615,Stonewall,Manitoba
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-24T13:20:00.000-06:00,11,18051231,52,0.211538462,Stonewall,Manitoba
e88d4cff-021d-4b4d-bdef-f05783598825,2019-02-25T12:00:00.000-06:00,16,17129159,49,0.327,Saskatoon,Saskatchewan
e88d4cff-021d-4b4d-bdef-f05783598825,2019-02-25T12:00:00.000-06:00,16,18051545,54,0.296,Saskatoon,Saskatchewan
0a341b7f-3663-4a85-896a-de92001479e0,2019-01-31T13:05:00.000-06:00,9,18051231,52,0.173076923,Stonewall,Manitoba
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-26T14:19:00.000-04:00,23,18046221,53,0.43,Montreal,Quebec
0a341b7f-3663-4a85-896a-de92001479e0,2019-04-30T13:10:00.000-05:00,19,19051231,52,0.365,Stonewall,Manitoba
e17cb1e0-83d1-4814-8e94-12d922867976,2019-02-28T09:00:00.000-05:00,0,17121154,49,0,Ottawa,Ontario
e17cb1e0-83d1-4814-8e94-12d922867976,2019-03-19T09:00:00.000-04:00,0,17121154,49,0,Ottawa,Ontario
e17cb1e0-83d1-4814-8e94-12d922867976,2019-03-22T09:00:00.000-04:00,1,17121154,49,0.020408163,Ottawa,Ontario
e17cb1e0-83d1-4814-8e94-12d922867976,2019-03-27T09:00:00.000-04:00,2,17121154,49,0.040816327,Ottawa,Ontario
e17cb1e0-83d1-4814-8e94-12d922867976,2019-04-03T09:00:00.000-04:00,1,17121154,49,0.020408163,Ottawa,Ontario
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-02-14T13:39:00.000-05:00,0,16260125,50,0,Montreal,Quebec
5a5e5c22-4a36-476d-b442-6d750f831c76,2019-04-11T08:30:00.000-04:00,7,18051323,49,0.14,Kleinburg,Ontario
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-14T13:39:00.000-04:00,2,16260125,50,0.04,Montreal,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-04-09T13:39:00.000-04:00,0,16260125,50,0,Montreal,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-20T13:39:00.000-04:00,2,16260125,50,0.04,Montreal,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-02-12T13:39:00.000-05:00,0,16260125,50,0,Montreal,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-20T13:39:00.000-04:00,2,16260125,50,0.04,Montreal,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-02-21T13:39:00.000-05:00,0,16260125,50,0,Montreal,Quebec
0a341b7f-3663-4a85-896a-de92001479e0,2019-05-01T09:15:00.000-05:00,15,18051231,52,0.28846,Stonewall,Manitoba
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-26T13:35:00.000-04:00,4,16260125,50,0.08,Montreal,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-02-15T13:21:00.000-05:00,0,16260125,50,0,Montreal,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-02-22T13:53:00.000-05:00,0,16260125,50,0,Montreal,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-12T13:53:00.000-04:00,4,16260125,50,0.08,Montreal,Quebec
96a7eb3b-bbb4-44f7-80ea-951ffc86b3ee,2019-03-14T14:00:00.000-04:00,14,18051528,48,0.291667,Lachine,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-02-26T13:39:00.000-05:00,4,16260125,50,0.08,Montreal,Quebec
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-04-12T14:57:00.000-04:00,1,16260125,50,0.02,Montreal,Quebec
627d6cf1-94ac-4e77-8b6f-7f7b752ab12f,2019-04-15T10:33:00.000-04:00,4,18046241,48,0.083333,Ottawa,Ontario
a8732c44-aa1e-4abe-813b-43b221a60578,2019-04-15T13:11:00.000-04:00,0,18130124,53,0,Sainte-Catherine-de-la-Jacques-Cartier,Quebec
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-04-15T15:17:00.000-07:00,4,18046205,50,0.08,Sechelt,British Columbia
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-04-15T10:19:00.000-07:00,4,18046205,50,0.08,Sechelt,British Columbia
ba7cbb6f-bc3d-43f6-bdff-de28e8c058c0,2019-03-28T21:30:00.000-04:00,0,18051453,43,0,Sherbrooke,Quebec
ba7cbb6f-bc3d-43f6-bdff-de28e8c058c0,2019-03-30T11:00:00.000-04:00,2,18051453,43,0.046511628,East Angus,Quebec
ba7cbb6f-bc3d-43f6-bdff-de28e8c058c0,2019-04-01T16:30:00.000-04:00,1,18051453,43,0.023255814,Sherbrooke,Quebec
ba7cbb6f-bc3d-43f6-bdff-de28e8c058c0,2019-04-03T11:05:00.000-04:00,0,18051453,43,0,Sherbrooke,Quebec
ba7cbb6f-bc3d-43f6-bdff-de28e8c058c0,2019-04-08T11:10:00.000-04:00,1,18051453,43,0.023255814,Sherbrooke,Quebec
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-04-15T07:00:00.000-06:00,4,18129247,53,0.075471698,Calgary,Alberta
306cd52f-3cb5-4ac9-b5e5-f92371c34ba2,2019-04-16T10:23:00.000-04:00,2,18046241,48,0.0416666,Ottawa,Ontario
715c3737-b434-4cf3-9da8-4b3f54ff054c,2019-04-17T08:55:00.000-04:00,1,18130124,53,0.018867925,Sainte-Catherine-de-la-Jacques-Cartier,Quebec
faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-03-22T11:19:00.000-04:00,0,18047312,44,0,St-Felix-de-Valois,Quebec
faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-04-25T11:20:00.000-04:00,5,18947312,44,0.11363636,St-Felix-de-Valois,Quebec
faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-03-26T11:21:00.000-04:00,6,18047312,44,0.1363636,St-Felix-de-Valois,Quebec
faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-03-27T11:23:00.000-04:00,8,18047312,44,0.181818182,St-Felix-de-Valois,Quebec
