Identifier,Collection Date,Number of bubbles,Bubble Detector ID,Sensitivity (b/mrem),Calculated Exposure (mrem),City,Province/Territory,,Calculated Exposure Day 7
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,3/20/2019,2,17129223,56,0.0357,Ottawa,Ontario,,
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,3/21/2019,2,17129223,56,0.0357,Ottawa,Ontario,,
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,3/22/2019,1,17129223,56,0.0178,Ottawa,Ontario,,
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,4/8/2019,3,17129223,56,0.05357,Ottawa,Ontario,,0.05357
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,4/18/2019,3,17129223,56,0.053571429,Ottawa,Ontario,,
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,4/18/2019,1,17129223,56,0.017857143,Ottawa,Ontario,,
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,4/20/2019,6,17129223,56,0.107142857,Ottawa,Ontario,,
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,4/23/2019,5,17129223,56,0.089285714,Ottawa,Ontario,,0.089285714
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,4/25/2019,2,17129223,56,0.035714286,Ottawa,Ontario,,
ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,5/3/2019,5,17129223,56,0.089285714,Ottawa,Ontario,,
d12248d8-f494-4b00-a9fd-e69e82abccb8,4/24/2019,4,18130254,56,0.071,Nepean,Ontario,,
d12248d8-f494-4b00-a9fd-e69e82abccb8,4/25/2019,5,18130254,56,0.089,Nepean,Ontario,,
d12248d8-f494-4b00-a9fd-e69e82abccb8,4/26/2019,5,18130254,56,0.089,Nepean,Ontario,,
d12248d8-f494-4b00-a9fd-e69e82abccb8,4/27/2019,6,18130254,56,0.107,Nepean,Ontario,,
d12248d8-f494-4b00-a9fd-e69e82abccb8,4/29/2019,9,18130254,56,0.161,Nepean,Ontario,,0.161
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2/4/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2/6/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2/25/2019,4,18046205,50,0.08,Sechelt,British Columbia,,
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2/27/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
d4f925c1-44d8-4209-902f-df2f6d9b6f50,3/4/2019,4,18046205,50,0.08,Sechelt,British Columbia,,0.08
d4f925c1-44d8-4209-902f-df2f6d9b6f50,3/6/2019,2,18046205,50,0.04,Sechelt,British Columbia,,
d4f925c1-44d8-4209-902f-df2f6d9b6f50,3/8/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
d4f925c1-44d8-4209-902f-df2f6d9b6f50,3/11/2019,2,18046205,50,0.04,Sechelt,British Columbia,,
d4f925c1-44d8-4209-902f-df2f6d9b6f50,4/3/2019,2,18046205,50,0.04,Sechelt,British Columbia,,
d4f925c1-44d8-4209-902f-df2f6d9b6f50,4/15/2019,4,18046205,50,0.08,Sechelt,British Columbia,,
d5f82152-5e9b-4112-86a0-4471b05b6f82,2/5/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
d5f82152-5e9b-4112-86a0-4471b05b6f82,2/14/2019,6,18046205,50,0.12,Sechelt,British Columbia,,
d5f82152-5e9b-4112-86a0-4471b05b6f82,2/19/2019,3,18046205,50,0.06,Sechelt,British Columbia,,0.06
d76ddb9e-b3e7-4616-b4ed-0b91f5062469,2/19/2019,1,18130212,49,0.020408163,East Angus,Quebec,,
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2/21/2019,1,18051343,52,0.019230769,Trenton,Ontario,,
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2/22/2019,1,18051343,52,0.019230769,Trenton,Ontario,,
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2/26/2019,1,18051343,52,0.019230769,Trenton,Ontario,,
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,3/4/2019,2,18051343,52,0.038461538,Trenton,Ontario,,
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,3/7/2019,2,18051343,52,0.038461538,Trenton,Ontario,,
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,3/8/2019,3,18051343,52,0.057692308,Trenton,Ontario,,0.057692308
da3be5da-0ef7-4d36-84cb-c368409d9663,2/11/2019,2,18130249,49,0.04,London,Ontario,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2/4/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2/6/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2/27/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,3/4/2019,4,18046205,50,0.08,Sechelt,British Columbia,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,3/11/2019,2,18046205,50,0.04,Sechelt,British Columbia,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,4/3/2019,2,18047205,50,0.04,Sechelt,British Columbia,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,4/5/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,4/8/2019,7,18046205,50,0.14,Sechelt,British Columbia,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,4/15/2019,4,18046205,50,0.08,Sechelt,British Columbia,,0.08
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,4/26/2019,6,18046205,50,0.12,Sechelt,British Columbia,,
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,5/1/2019,2,18046205,50,0.04,Sechelt,British Columbia,,0.06
df5eceb7-3194-4e9a-86e0-b5e9f1ac8413,2/22/2019,1,18051554,47,0.021276596,Longueuil,Quebec,,
df5eceb7-3194-4e9a-86e0-b5e9f1ac8413,2/24/2019,1,18051554,47,0.021276596,Longueuil,Quebec,,0.021276596
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2/20/2019,1,18130214,57,0.01754386,Vancouver,British Columbia,,
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2/22/2019,2,18130214,57,0.035087719,Vancouver,British Columbia,,
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2/23/2019,1,18130214,57,0.017543859,Vancouver,British Columbia,,
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2/25/2019,2,18130214,57,0.035087719,Vancouver,British Columbia,,
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2/27/2019,3,18130214,57,0.05231578,Vancouver,British Columbia,,0.05231578
e053901a-f834-44f5-93d0-e2b88c9b7cdc,4/2/2019,1,18130214,57,0.017543859,Vancouver,British Columbia,,
e053901a-f834-44f5-93d0-e2b88c9b7cdc,4/3/2019,1,18130214,57,0.017543859,Vancouver,British Columbia,,
e053901a-f834-44f5-93d0-e2b88c9b7cdc,4/5/2019,1,18130214,57,0.017543859,Vancouver,British Columbia,,
e053901a-f834-44f5-93d0-e2b88c9b7cdc,4/8/2019,1,18130214,57,0.017543859,Vancouver,British Columbia,,0.017543859
e17cb1e0-83d1-4814-8e94-12d922867976,3/22/2019,1,17121154,49,0.020408163,Ottawa,Ontario,,
e17cb1e0-83d1-4814-8e94-12d922867976,3/27/2019,2,17121154,49,0.040816327,Ottawa,Ontario,,0.040816327
e17cb1e0-83d1-4814-8e94-12d922867976,4/3/2019,1,17121154,49,0.020408163,Ottawa,Ontario,,
e252569c-3a8f-4ee0-850b-34aa38011db4,2/21/2019,2,18129253,45,0.044444444,Coquitlam,British Columbia,,
e252569c-3a8f-4ee0-850b-34aa38011db4,2/22/2019,1,18129253,45,0.022222222,Coquitlam,British Columbia,,
e252569c-3a8f-4ee0-850b-34aa38011db4,2/23/2019,2,18129253,45,0.044444444,Coquitlam,British Columbia,,
e252569c-3a8f-4ee0-850b-34aa38011db4,2/24/2019,4,18129253,45,0.088888889,Coquitlam,British Columbia,,
e252569c-3a8f-4ee0-850b-34aa38011db4,2/24/2019,4,18129253,45,0.088888889,Coquitlam,British Columbia,,
e252569c-3a8f-4ee0-850b-34aa38011db4,2/27/2019,1,18129253,45,0.022222222,Coquitlam,British Columbia,,
e252569c-3a8f-4ee0-850b-34aa38011db4,2/28/2019,1,18129253,45,0.022222222,Coquitlam,British Columbia,,0.088888889
e5e41b63-370f-44f3-9a50-dc79cf9c884b,3/29/2019,2,18130102,53,0.038,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,4/5/2019,3,18130102,53,0.057,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,4/8/2019,3,18130102,53,0.088888889,Oakville,Ontario,,0.088888889
e5e41b63-370f-44f3-9a50-dc79cf9c884b,4/11/2019,6,18130102,53,0.113,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,4/15/2019,3,18130108,53,0.057,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,4/18/2019,7,18130102,53,0.132,Oakville,Ontario,,0.132
e5e41b63-370f-44f3-9a50-dc79cf9c884b,4/23/2019,5,18830102,53,0.094,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,4/26/2019,7,18130102,53,0.132,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,4/29/2019,6,18130102,53,0.1132,Oakville,Ontario,,0.1132
e5e41b63-370f-44f3-9a50-dc79cf9c884b,5/3/2019,5,18130102,53,0.09433,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,5/6/2019,2,18130102,53,0.03773,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,5/9/2019,1,18130102,53,0.0189,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,5/13/2019,2,18130102,53,0.037735849,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,5/17/2019,3,18130102,53,0.0566,Oakville,Ontario,,
e5e41b63-370f-44f3-9a50-dc79cf9c884b,5/21/2019,4,18130102,53,0.075471698,Oakville,Ontario,,0.075471698
e88d4cff-021d-4b4d-bdef-f05783598825,2/25/2019,16,17129159,49,0.327,Saskatoon,Saskatchewan,,
e88d4cff-021d-4b4d-bdef-f05783598825,2/25/2019,16,18051545,54,0.296,Saskatoon,Saskatchewan,,
ec82772c-98ac-491c-9320-2af5a1565170,2/28/2019,1,17129123,43,0.023256,Saint-Jerome,Quebec,,
f0ef6998-fb27-4281-9060-0a8f458cd529,1/21/2019,2,18130340,44,0.045455,Kelowna,British Columbia,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,2/26/2019,4,16260125,50,0.08,Montreal,Quebec,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,3/12/2019,4,16260125,50,0.08,Montreal,Quebec,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,3/14/2019,2,16260125,50,0.04,Montreal,Quebec,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,3/20/2019,2,16260125,50,0.04,Montreal,Quebec,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,3/20/2019,2,16260125,50,0.04,Montreal,Quebec,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,3/26/2019,4,16260125,50,0.08,Montreal,Quebec,,0.08
f442a65d-3f0b-4a1d-a43f-a5911f80006f,4/12/2019,1,16260125,50,0.02,Montreal,Quebec,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,4/16/2019,2,16260125,50,0.04,Montreal,Quebec,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,4/16/2019,2,16260125,50,0.04,Montreal,Quebec,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,4/30/2019,3,16260125,50,0.06,Montreal,Quebec,,0.06
f442a65d-3f0b-4a1d-a43f-a5911f80006f,5/2/2019,1,16260125,50,0.02,Montreal,Quebec,,
f442a65d-3f0b-4a1d-a43f-a5911f80006f,5/6/2019,9,16260125,50,0.18,Montreal,Quebec,,
f454b9ad-9cbb-4817-a4c5-b0eddced5bd3,3/21/2019,1,17170223,47,0.021276596,Camrose,Alberta,,
f67c875d-efc7-462a-9c19-6cbb18774fe9,2/23/2019,3,18129417,47,0.06,Toronto,Ontario,,
f67c875d-efc7-462a-9c19-6cbb18774fe9,2/24/2019,4,18129417,47,0.08,Toronto,Ontario,,
f67c875d-efc7-462a-9c19-6cbb18774fe9,2/25/2019,3,18129417,47,0.06,Toronto,Ontario,,
f67c875d-efc7-462a-9c19-6cbb18774fe9,2/26/2019,3,18129417,47,0.06,Toronto,Ontario,,0.08
faf2b946-8817-4d71-a1f1-2e9b5075b303,3/26/2019,6,18047312,44,0.1363636,St-Felix-de-Valois,Quebec,,
faf2b946-8817-4d71-a1f1-2e9b5075b303,3/27/2019,8,18047312,44,0.181818182,St-Felix-de-Valois,Quebec,,
faf2b946-8817-4d71-a1f1-2e9b5075b303,3/28/2019,8,18047312,44,0.181818182,St-Felix-de-Valois,Quebec,,
faf2b946-8817-4d71-a1f1-2e9b5075b303,3/29/2019,12,18047312,44,0.272727273,St-Felix-de-Valois,Quebec,,
faf2b946-8817-4d71-a1f1-2e9b5075b303,4/1/2019,12,18047312,44,0.272727273,St-Felix-de-Valois,Quebec,,
faf2b946-8817-4d71-a1f1-2e9b5075b303,4/2/2019,13,18047312,44,0.295454545,St-Felix-de-Valois,Quebec,,
faf2b946-8817-4d71-a1f1-2e9b5075b303,4/5/2019,14,18047312,44,0.318181818,St-Felix-de-Valois,Quebec,,
faf2b946-8817-4d71-a1f1-2e9b5075b303,4/25/2019,5,18947312,44,0.11363636,St-Felix-de-Valois,Quebec,,0.272727273
fb1afc76-5b15-4ded-9e8f-d38213229c26,6/5/2019,2,18051257,51,0.039216,Hamilton,Ontario,,
fb1afc76-5b15-4ded-9e8f-d38213229c26,6/6/2019,4,18051257,51,0.078431,Hamilton,Ontario,,
fb1afc76-5b15-4ded-9e8f-d38213229c26,6/8/2019,1,18051257,51,0.019608,Hamilton,Ontario,,0.078431
