,Identifier,Collection Date,Number of bubbles,Bubble Detector ID,Sensitivity (b/mrem),Calculated Exposure (mrem),City,Province/Territory
633,ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,2019-04-20,6,17129223,56,0.107142857,Ottawa,Ontario
613,ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,2019-04-23,5,17129223,56,0.089285714,Ottawa,Ontario
614,ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,2019-04-25,2,17129223,56,0.035714286,Ottawa,Ontario
634,ce98fe7b-9cf0-4b11-ba00-63b599ea01e6,2019-05-03,5,17129223,56,0.089285714,Ottawa,Ontario
620,d12248d8-f494-4b00-a9fd-e69e82abccb8,2019-04-24,4,18130254,56,0.071,Nepean,Ontario
621,d12248d8-f494-4b00-a9fd-e69e82abccb8,2019-04-25,5,18130254,56,0.08900000000000001,Nepean,Ontario
622,d12248d8-f494-4b00-a9fd-e69e82abccb8,2019-04-26,5,18130254,56,0.08900000000000001,Nepean,Ontario
623,d12248d8-f494-4b00-a9fd-e69e82abccb8,2019-04-27,6,18130254,56,0.107,Nepean,Ontario
624,d12248d8-f494-4b00-a9fd-e69e82abccb8,2019-04-29,9,18130254,56,0.161,Nepean,Ontario
72,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-02-04,1,18046205,50,0.02,Sechelt,British Columbia
78,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-02-06,1,18046205,50,0.02,Sechelt,British Columbia
209,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-02-25,4,18046205,50,0.08,Sechelt,British Columbia
292,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-02-27,1,18046205,50,0.02,Sechelt,British Columbia
323,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-03-04,4,18046205,50,0.08,Sechelt,British Columbia
347,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-03-06,2,18046205,50,0.04,Sechelt,British Columbia
358,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-03-08,1,18046205,50,0.02,Sechelt,British Columbia
364,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-03-11,2,18046205,50,0.04,Sechelt,British Columbia
501,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-04-03,2,18046205,50,0.04,Sechelt,British Columbia
573,d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-04-15,4,18046205,50,0.08,Sechelt,British Columbia
75,d5f82152-5e9b-4112-86a0-4471b05b6f82,2019-02-05,1,18046205,50,0.02,Sechelt,British Columbia
88,d5f82152-5e9b-4112-86a0-4471b05b6f82,2019-02-14,6,18046205,50,0.12,Sechelt,British Columbia
103,d5f82152-5e9b-4112-86a0-4471b05b6f82,2019-02-19,3,18046205,50,0.06,Sechelt,British Columbia
96,d76ddb9e-b3e7-4616-b4ed-0b91f5062469,2019-02-19,1,18130212,49,0.020408163,East Angus,Quebec
127,d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-02-21,1,18051343,52,0.019230768999999998,Trenton,Ontario
158,d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-02-22,1,18051343,52,0.019230768999999998,Trenton,Ontario
262,d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-02-26,1,18051343,52,0.019230768999999998,Trenton,Ontario
341,d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-03-04,2,18051343,52,0.038461537999999997,Trenton,Ontario
359,d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-03-07,2,18051343,52,0.038461537999999997,Trenton,Ontario
360,d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-03-08,3,18051343,52,0.057692308,Trenton,Ontario
84,da3be5da-0ef7-4d36-84cb-c368409d9663,2019-02-11,2,18130249,49,0.04,London,Ontario
73,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-02-04,1,18046205,50,0.02,Sechelt,British Columbia
79,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-02-06,1,18046205,50,0.02,Sechelt,British Columbia
277,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-02-27,1,18046205,50,0.02,Sechelt,British Columbia
325,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-03-04,4,18046205,50,0.08,Sechelt,British Columbia
363,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-03-11,2,18046205,50,0.04,Sechelt,British Columbia
500,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-04-03,2,18047205,50,0.04,Sechelt,British Columbia
509,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-04-05,1,18046205,50,0.02,Sechelt,British Columbia
525,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-04-08,7,18046205,50,0.14,Sechelt,British Columbia
572,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-04-15,4,18046205,50,0.08,Sechelt,British Columbia
616,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-04-26,6,18046205,50,0.12,Sechelt,British Columbia
632,dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-05-01,2,18046205,50,0.04,Sechelt,British Columbia
155,df5eceb7-3194-4e9a-86e0-b5e9f1ac8413,2019-02-22,1,18051554,47,0.021276596000000002,Longueuil,Quebec
177,df5eceb7-3194-4e9a-86e0-b5e9f1ac8413,2019-02-24,1,18051554,47,0.021276596000000002,Longueuil,Quebec
159,e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-02-20,1,18130214,57,0.01754386,Vancouver,British Columbia
228,e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-02-22,2,18130214,57,0.035087718999999996,Vancouver,British Columbia
229,e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-02-23,1,18130214,57,0.017543859,Vancouver,British Columbia
312,e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-02-25,2,18130214,57,0.035087718999999996,Vancouver,British Columbia
313,e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-02-27,3,18130214,57,0.05231578,Vancouver,British Columbia
526,e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-02,1,18130214,57,0.017543859,Vancouver,British Columbia
527,e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-03,1,18130214,57,0.017543859,Vancouver,British Columbia
529,e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-05,1,18130214,57,0.017543859,Vancouver,British Columbia
532,e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-04-08,1,18130214,57,0.017543859,Vancouver,British Columbia
551,e17cb1e0-83d1-4814-8e94-12d922867976,2019-03-22,1,17121154,49,0.020408163,Ottawa,Ontario
552,e17cb1e0-83d1-4814-8e94-12d922867976,2019-03-27,2,17121154,49,0.040816327,Ottawa,Ontario
553,e17cb1e0-83d1-4814-8e94-12d922867976,2019-04-03,1,17121154,49,0.020408163,Ottawa,Ontario
137,e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-21,2,18129253,45,0.04444444400000001,Coquitlam,British Columbia
303,e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-22,1,18129253,45,0.022222222000000003,Coquitlam,British Columbia
302,e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-23,2,18129253,45,0.04444444400000001,Coquitlam,British Columbia
206,e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-24,4,18129253,45,0.088888889,Coquitlam,British Columbia
301,e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-24,4,18129253,45,0.088888889,Coquitlam,British Columbia
299,e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-27,1,18129253,45,0.022222222000000003,Coquitlam,British Columbia
300,e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-28,1,18129253,45,0.022222222000000003,Coquitlam,British Columbia
520,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-03-29,2,18130102,53,0.038,Oakville,Ontario
521,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-04-05,3,18130102,53,0.057,Oakville,Ontario
599,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-04-08,3,18130102,53,0.057,Oakville,Ontario
600,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-04-11,6,18130102,53,0.113,Oakville,Ontario
597,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-04-15,3,18130108,53,0.057,Oakville,Ontario
598,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-04-18,7,18130102,53,0.132,Oakville,Ontario
596,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-04-23,5,18830102,53,0.094,Oakville,Ontario
637,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-04-26,7,18130102,53,0.132,Oakville,Ontario
638,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-04-29,6,18130102,53,0.1132,Oakville,Ontario
639,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-05-03,5,18130102,53,0.09433,Oakville,Ontario
640,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-05-06,2,18130102,53,0.03773,Oakville,Ontario
650,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-05-09,1,18130102,53,0.0189,Oakville,Ontario
651,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-05-13,2,18130102,53,0.037735849,Oakville,Ontario
652,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-05-17,3,18130102,53,0.0566,Oakville,Ontario
653,e5e41b63-370f-44f3-9a50-dc79cf9c884b,2019-05-21,4,18130102,53,0.075471698,Oakville,Ontario
544,e88d4cff-021d-4b4d-bdef-f05783598825,2019-02-25,16,17129159,49,0.327,Saskatoon,Saskatchewan
545,e88d4cff-021d-4b4d-bdef-f05783598825,2019-02-25,16,18051545,54,0.29600000000000004,Saskatoon,Saskatchewan
694,ec82772c-98ac-491c-9320-2af5a1565170,2019-02-28,1,17129123,43,0.023256,Saint-Jerome,Quebec
695,f0ef6998-fb27-4281-9060-0a8f458cd529,2019-01-21,2,18130340,44,0.045455,Kelowna,British Columbia
568,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-02-26,4,16260125,50,0.08,Montreal,Quebec
566,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-12,4,16260125,50,0.08,Montreal,Quebec
556,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-14,2,16260125,50,0.04,Montreal,Quebec
558,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-20,2,16260125,50,0.04,Montreal,Quebec
560,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-20,2,16260125,50,0.04,Montreal,Quebec
563,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-03-26,4,16260125,50,0.08,Montreal,Quebec
569,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-04-12,1,16260125,50,0.02,Montreal,Quebec
625,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-04-16,2,16260125,50,0.04,Montreal,Quebec
587,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-04-16,2,16260125,50,0.04,Montreal,Quebec
631,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-04-30,3,16260125,50,0.06,Montreal,Quebec
635,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-05-02,1,16260125,50,0.02,Montreal,Quebec
636,f442a65d-3f0b-4a1d-a43f-a5911f80006f,2019-05-06,9,16260125,50,0.18,Montreal,Quebec
406,f454b9ad-9cbb-4817-a4c5-b0eddced5bd3,2019-03-21,1,17170223,47,0.021276596000000002,Camrose,Alberta
250,f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-23,3,18129417,47,0.06,Toronto,Ontario
251,f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-24,4,18129417,47,0.08,Toronto,Ontario
252,f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-25,3,18129417,47,0.06,Toronto,Ontario
253,f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-26,3,18129417,47,0.06,Toronto,Ontario
584,faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-03-26,6,18047312,44,0.1363636,St-Felix-de-Valois,Quebec
585,faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-03-27,8,18047312,44,0.181818182,St-Felix-de-Valois,Quebec
586,faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-03-28,8,18047312,44,0.181818182,St-Felix-de-Valois,Quebec
461,faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-03-29,12,18047312,44,0.272727273,St-Felix-de-Valois,Quebec
487,faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-04-01,12,18047312,44,0.272727273,St-Felix-de-Valois,Quebec
496,faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-04-02,13,18047312,44,0.295454545,St-Felix-de-Valois,Quebec
507,faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-04-05,14,18047312,44,0.318181818,St-Felix-de-Valois,Quebec
583,faf2b946-8817-4d71-a1f1-2e9b5075b303,2019-04-25,5,18947312,44,0.11363636,St-Felix-de-Valois,Quebec
686,fb1afc76-5b15-4ded-9e8f-d38213229c26,2019-06-05,2,18051257,51,0.039216,Hamilton,Ontario
687,fb1afc76-5b15-4ded-9e8f-d38213229c26,2019-06-06,4,18051257,51,0.078431,Hamilton,Ontario
689,fb1afc76-5b15-4ded-9e8f-d38213229c26,2019-06-08,1,18051257,51,0.019608,Hamilton,Ontario
